GSE,SRR,URL_R1,URL_R2,Species,Tissue,Chromium_version,Compressed,Read_length
GSE174367,SRR14514072,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/072/SRR14514072/SRR14514072_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/072/SRR14514072/SRR14514072_2.fastq.gz,Homo sapiens,Sample-47 (snRNA-seq),v3,0,100
GSE174367,SRR14514073,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/073/SRR14514073/SRR14514073_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/073/SRR14514073/SRR14514073_2.fastq.gz,Homo sapiens,Sample-50 (snRNA-seq),v3,0,100
GSE174367,SRR14514074,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/074/SRR14514074/SRR14514074_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/074/SRR14514074/SRR14514074_2.fastq.gz,Homo sapiens,Sample-50 (snRNA-seq),v3,0,100
GSE174367,SRR14514075,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/075/SRR14514075/SRR14514075_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/075/SRR14514075/SRR14514075_2.fastq.gz,Homo sapiens,Sample-50 (snRNA-seq),v3,0,100
GSE174367,SRR14514076,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/076/SRR14514076/SRR14514076_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/076/SRR14514076/SRR14514076_2.fastq.gz,Homo sapiens,Sample-50 (snRNA-seq),v3,0,100
GSE174367,SRR14514077,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/077/SRR14514077/SRR14514077_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/077/SRR14514077/SRR14514077_2.fastq.gz,Homo sapiens,Sample-50 (snRNA-seq),v3,0,100
GSE174367,SRR14514078,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/078/SRR14514078/SRR14514078_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/078/SRR14514078/SRR14514078_2.fastq.gz,Homo sapiens,Sample-50 (snRNA-seq),v3,0,100
GSE174367,SRR14514079,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/079/SRR14514079/SRR14514079_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/079/SRR14514079/SRR14514079_2.fastq.gz,Homo sapiens,Sample-50 (snRNA-seq),v3,0,100
GSE174367,SRR14514080,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/080/SRR14514080/SRR14514080_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/080/SRR14514080/SRR14514080_2.fastq.gz,Homo sapiens,Sample-50 (snRNA-seq),v3,0,100
GSE174367,SRR14514081,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/081/SRR14514081/SRR14514081_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/081/SRR14514081/SRR14514081_2.fastq.gz,Homo sapiens,Sample-52 (snRNA-seq),v3,0,100
GSE174367,SRR14514082,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/082/SRR14514082/SRR14514082_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/082/SRR14514082/SRR14514082_2.fastq.gz,Homo sapiens,Sample-52 (snRNA-seq),v3,0,100
GSE174367,SRR14514083,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/083/SRR14514083/SRR14514083_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/083/SRR14514083/SRR14514083_2.fastq.gz,Homo sapiens,Sample-52 (snRNA-seq),v3,0,100
GSE174367,SRR14514084,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/084/SRR14514084/SRR14514084_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/084/SRR14514084/SRR14514084_2.fastq.gz,Homo sapiens,Sample-52 (snRNA-seq),v3,0,100
GSE174367,SRR14514085,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/085/SRR14514085/SRR14514085_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/085/SRR14514085/SRR14514085_2.fastq.gz,Homo sapiens,Sample-52 (snRNA-seq),v3,0,100
GSE174367,SRR14514086,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/086/SRR14514086/SRR14514086_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/086/SRR14514086/SRR14514086_2.fastq.gz,Homo sapiens,Sample-52 (snRNA-seq),v3,0,100
GSE174367,SRR14514087,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/087/SRR14514087/SRR14514087_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/087/SRR14514087/SRR14514087_2.fastq.gz,Homo sapiens,Sample-52 (snRNA-seq),v3,0,100
GSE174367,SRR14514088,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/088/SRR14514088/SRR14514088_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/088/SRR14514088/SRR14514088_2.fastq.gz,Homo sapiens,Sample-52 (snRNA-seq),v3,0,100
GSE174367,SRR14514089,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/089/SRR14514089/SRR14514089_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/089/SRR14514089/SRR14514089_2.fastq.gz,Homo sapiens,Sample-58 (snRNA-seq),v3,0,100
GSE174367,SRR14514090,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/090/SRR14514090/SRR14514090_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/090/SRR14514090/SRR14514090_2.fastq.gz,Homo sapiens,Sample-58 (snRNA-seq),v3,0,100
GSE174367,SRR14514091,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/091/SRR14514091/SRR14514091_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/091/SRR14514091/SRR14514091_2.fastq.gz,Homo sapiens,Sample-58 (snRNA-seq),v3,0,100
GSE174367,SRR14514092,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/092/SRR14514092/SRR14514092_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/092/SRR14514092/SRR14514092_2.fastq.gz,Homo sapiens,Sample-58 (snRNA-seq),v3,0,100
GSE174367,SRR14514093,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/093/SRR14514093/SRR14514093_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/093/SRR14514093/SRR14514093_2.fastq.gz,Homo sapiens,Sample-58 (snRNA-seq),v3,0,100
GSE174367,SRR14514094,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/094/SRR14514094/SRR14514094_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/094/SRR14514094/SRR14514094_2.fastq.gz,Homo sapiens,Sample-58 (snRNA-seq),v3,0,100
GSE174367,SRR14514095,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/095/SRR14514095/SRR14514095_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/095/SRR14514095/SRR14514095_2.fastq.gz,Homo sapiens,Sample-58 (snRNA-seq),v3,0,100
GSE174367,SRR14514096,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/096/SRR14514096/SRR14514096_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/096/SRR14514096/SRR14514096_2.fastq.gz,Homo sapiens,Sample-58 (snRNA-seq),v3,0,100
GSE174367,SRR14514097,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/097/SRR14514097/SRR14514097_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/097/SRR14514097/SRR14514097_2.fastq.gz,Homo sapiens,Sample-66 (snRNA-seq),v3,0,100
GSE174367,SRR14514098,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/098/SRR14514098/SRR14514098_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/098/SRR14514098/SRR14514098_2.fastq.gz,Homo sapiens,Sample-66 (snRNA-seq),v3,0,100
GSE174367,SRR14514099,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/099/SRR14514099/SRR14514099_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/099/SRR14514099/SRR14514099_2.fastq.gz,Homo sapiens,Sample-66 (snRNA-seq),v3,0,100
GSE174367,SRR14514100,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/000/SRR14514100/SRR14514100_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/000/SRR14514100/SRR14514100_2.fastq.gz,Homo sapiens,Sample-66 (snRNA-seq),v3,0,100
GSE174367,SRR14514101,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/001/SRR14514101/SRR14514101_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/001/SRR14514101/SRR14514101_2.fastq.gz,Homo sapiens,Sample-66 (snRNA-seq),v3,0,100
GSE174367,SRR14514102,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/002/SRR14514102/SRR14514102_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/002/SRR14514102/SRR14514102_2.fastq.gz,Homo sapiens,Sample-66 (snRNA-seq),v3,0,100
GSE174367,SRR14514103,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/003/SRR14514103/SRR14514103_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/003/SRR14514103/SRR14514103_2.fastq.gz,Homo sapiens,Sample-66 (snRNA-seq),v3,0,100
GSE174367,SRR14514104,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/004/SRR14514104/SRR14514104_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/004/SRR14514104/SRR14514104_2.fastq.gz,Homo sapiens,Sample-66 (snRNA-seq),v3,0,100
GSE174367,SRR14514105,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/005/SRR14514105/SRR14514105_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/005/SRR14514105/SRR14514105_2.fastq.gz,Homo sapiens,Sample-82 (snRNA-seq),v3,0,100
GSE174367,SRR14514106,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/006/SRR14514106/SRR14514106_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/006/SRR14514106/SRR14514106_2.fastq.gz,Homo sapiens,Sample-82 (snRNA-seq),v3,0,100
GSE174367,SRR14514107,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/007/SRR14514107/SRR14514107_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/007/SRR14514107/SRR14514107_2.fastq.gz,Homo sapiens,Sample-82 (snRNA-seq),v3,0,100
GSE174367,SRR14514108,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/008/SRR14514108/SRR14514108_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/008/SRR14514108/SRR14514108_2.fastq.gz,Homo sapiens,Sample-82 (snRNA-seq),v3,0,100
GSE174367,SRR14514109,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/009/SRR14514109/SRR14514109_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/009/SRR14514109/SRR14514109_2.fastq.gz,Homo sapiens,Sample-82 (snRNA-seq),v3,0,100
GSE174367,SRR14514110,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/010/SRR14514110/SRR14514110_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/010/SRR14514110/SRR14514110_2.fastq.gz,Homo sapiens,Sample-82 (snRNA-seq),v3,0,100
GSE174367,SRR14514111,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/011/SRR14514111/SRR14514111_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/011/SRR14514111/SRR14514111_2.fastq.gz,Homo sapiens,Sample-82 (snRNA-seq),v3,0,100
GSE174367,SRR14514112,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/012/SRR14514112/SRR14514112_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/012/SRR14514112/SRR14514112_2.fastq.gz,Homo sapiens,Sample-82 (snRNA-seq),v3,0,100
GSE174367,SRR14514113,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/013/SRR14514113/SRR14514113_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/013/SRR14514113/SRR14514113_2.fastq.gz,Homo sapiens,Sample-90 (snRNA-seq),v3,0,100
GSE174367,SRR14514114,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/014/SRR14514114/SRR14514114_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/014/SRR14514114/SRR14514114_2.fastq.gz,Homo sapiens,Sample-90 (snRNA-seq),v3,0,100
GSE174367,SRR14514115,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/015/SRR14514115/SRR14514115_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/015/SRR14514115/SRR14514115_2.fastq.gz,Homo sapiens,Sample-90 (snRNA-seq),v3,0,100
GSE174367,SRR14514116,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/016/SRR14514116/SRR14514116_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/016/SRR14514116/SRR14514116_2.fastq.gz,Homo sapiens,Sample-90 (snRNA-seq),v3,0,100
GSE174367,SRR14514117,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/017/SRR14514117/SRR14514117_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/017/SRR14514117/SRR14514117_2.fastq.gz,Homo sapiens,Sample-90 (snRNA-seq),v3,0,100
GSE174367,SRR14514118,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/018/SRR14514118/SRR14514118_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/018/SRR14514118/SRR14514118_2.fastq.gz,Homo sapiens,Sample-90 (snRNA-seq),v3,0,100
GSE174367,SRR14514119,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/019/SRR14514119/SRR14514119_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/019/SRR14514119/SRR14514119_2.fastq.gz,Homo sapiens,Sample-90 (snRNA-seq),v3,0,100
GSE174367,SRR14514120,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/020/SRR14514120/SRR14514120_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/020/SRR14514120/SRR14514120_2.fastq.gz,Homo sapiens,Sample-90 (snRNA-seq),v3,0,100
GSE174367,SRR14514121,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/021/SRR14514121/SRR14514121_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/021/SRR14514121/SRR14514121_2.fastq.gz,Homo sapiens,Sample-96 (snRNA-seq),v3,0,100
GSE174367,SRR14514122,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/022/SRR14514122/SRR14514122_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/022/SRR14514122/SRR14514122_2.fastq.gz,Homo sapiens,Sample-96 (snRNA-seq),v3,0,100
GSE174367,SRR14514123,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/023/SRR14514123/SRR14514123_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/023/SRR14514123/SRR14514123_2.fastq.gz,Homo sapiens,Sample-96 (snRNA-seq),v3,0,100
GSE174367,SRR14514124,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/024/SRR14514124/SRR14514124_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/024/SRR14514124/SRR14514124_2.fastq.gz,Homo sapiens,Sample-96 (snRNA-seq),v3,0,100
GSE174367,SRR14514125,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/025/SRR14514125/SRR14514125_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/025/SRR14514125/SRR14514125_2.fastq.gz,Homo sapiens,Sample-96 (snRNA-seq),v3,0,100
GSE174367,SRR14514126,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/026/SRR14514126/SRR14514126_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/026/SRR14514126/SRR14514126_2.fastq.gz,Homo sapiens,Sample-96 (snRNA-seq),v3,0,100
GSE174367,SRR14514127,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/027/SRR14514127/SRR14514127_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/027/SRR14514127/SRR14514127_2.fastq.gz,Homo sapiens,Sample-96 (snRNA-seq),v3,0,100
GSE174367,SRR14514128,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/028/SRR14514128/SRR14514128_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/028/SRR14514128/SRR14514128_2.fastq.gz,Homo sapiens,Sample-96 (snRNA-seq),v3,0,100
GSE174367,SRR14514129,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/029/SRR14514129/SRR14514129_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/029/SRR14514129/SRR14514129_2.fastq.gz,Homo sapiens,Sample-101 (snATAC-seq),v3,0,100
GSE174367,SRR14514130,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/030/SRR14514130/SRR14514130_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/030/SRR14514130/SRR14514130_2.fastq.gz,Homo sapiens,Sample-17 (snATAC-seq),v3,0,100
GSE174367,SRR14514131,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/031/SRR14514131/SRR14514131_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/031/SRR14514131/SRR14514131_2.fastq.gz,Homo sapiens,Sample-19 (snATAC-seq),v3,0,100
GSE174367,SRR14514132,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/032/SRR14514132/SRR14514132_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/032/SRR14514132/SRR14514132_2.fastq.gz,Homo sapiens,Sample-22 (snATAC-seq),v3,0,100
GSE174367,SRR14514133,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/033/SRR14514133/SRR14514133_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/033/SRR14514133/SRR14514133_2.fastq.gz,Homo sapiens,Sample-27 (snATAC-seq),v3,0,100
GSE174367,SRR14514134,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/034/SRR14514134/SRR14514134_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/034/SRR14514134/SRR14514134_2.fastq.gz,Homo sapiens,Sample-33 (snATAC-seq),v3,0,100
GSE174367,SRR14514135,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/035/SRR14514135/SRR14514135_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/035/SRR14514135/SRR14514135_2.fastq.gz,Homo sapiens,Sample-37 (snATAC-seq),v3,0,100
GSE174367,SRR14514136,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/036/SRR14514136/SRR14514136_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/036/SRR14514136/SRR14514136_2.fastq.gz,Homo sapiens,Sample-40 (snATAC-seq),v3,0,100
GSE174367,SRR14514137,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/037/SRR14514137/SRR14514137_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/037/SRR14514137/SRR14514137_2.fastq.gz,Homo sapiens,Sample-46 (snATAC-seq),v3,0,100
GSE174367,SRR14514138,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/038/SRR14514138/SRR14514138_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/038/SRR14514138/SRR14514138_2.fastq.gz,Homo sapiens,Sample-47 (snATAC-seq),v3,0,100
GSE174367,SRR14514139,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/039/SRR14514139/SRR14514139_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/039/SRR14514139/SRR14514139_2.fastq.gz,Homo sapiens,Sample-50 (snATAC-seq),v3,0,100
GSE174367,SRR14514140,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/040/SRR14514140/SRR14514140_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/040/SRR14514140/SRR14514140_2.fastq.gz,Homo sapiens,Sample-52 (snATAC-seq),v3,0,100
GSE174367,SRR14514141,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/041/SRR14514141/SRR14514141_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/041/SRR14514141/SRR14514141_2.fastq.gz,Homo sapiens,Sample-58 (snATAC-seq),v3,0,100
GSE174367,SRR14514142,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/042/SRR14514142/SRR14514142_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/042/SRR14514142/SRR14514142_2.fastq.gz,Homo sapiens,Sample-66 (snATAC-seq),v3,0,100
GSE174367,SRR14514143,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/043/SRR14514143/SRR14514143_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/043/SRR14514143/SRR14514143_2.fastq.gz,Homo sapiens,Sample-82 (snATAC-seq),v3,0,100
GSE174367,SRR14514144,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/044/SRR14514144/SRR14514144_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/044/SRR14514144/SRR14514144_2.fastq.gz,Homo sapiens,Sample-90 (snATAC-seq),v3,0,100
GSE174367,SRR14514145,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/045/SRR14514145/SRR14514145_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/045/SRR14514145/SRR14514145_2.fastq.gz,Homo sapiens,Sample-100 (snATAC-seq),v3,0,100
GSE174367,SRR14514146,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/046/SRR14514146/SRR14514146_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/046/SRR14514146/SRR14514146_2.fastq.gz,Homo sapiens,Sample-100 (snATAC-seq),v3,0,100
GSE174367,SRR14514147,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/047/SRR14514147/SRR14514147_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/047/SRR14514147/SRR14514147_2.fastq.gz,Homo sapiens,Sample-100 (snATAC-seq),v3,0,100
GSE174367,SRR14514148,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/048/SRR14514148/SRR14514148_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/048/SRR14514148/SRR14514148_2.fastq.gz,Homo sapiens,Sample-100 (snATAC-seq),v3,0,100
GSE174367,SRR14514149,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/049/SRR14514149/SRR14514149_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/049/SRR14514149/SRR14514149_2.fastq.gz,Homo sapiens,Sample-43 (snATAC-seq),v3,0,100
GSE174367,SRR14514150,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/050/SRR14514150/SRR14514150_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/050/SRR14514150/SRR14514150_2.fastq.gz,Homo sapiens,Sample-43 (snATAC-seq),v3,0,100
GSE174367,SRR14514151,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/051/SRR14514151/SRR14514151_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/051/SRR14514151/SRR14514151_2.fastq.gz,Homo sapiens,Sample-43 (snATAC-seq),v3,0,100
GSE174367,SRR14514152,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/052/SRR14514152/SRR14514152_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/052/SRR14514152/SRR14514152_2.fastq.gz,Homo sapiens,Sample-43 (snATAC-seq),v3,0,100
GSE174367,SRR14514153,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/053/SRR14514153/SRR14514153_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/053/SRR14514153/SRR14514153_2.fastq.gz,Homo sapiens,Sample-45 (snATAC-seq),v3,0,100
GSE174367,SRR14514154,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/054/SRR14514154/SRR14514154_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/054/SRR14514154/SRR14514154_2.fastq.gz,Homo sapiens,Sample-45 (snATAC-seq),v3,0,100
GSE174367,SRR14514155,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/055/SRR14514155/SRR14514155_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/055/SRR14514155/SRR14514155_2.fastq.gz,Homo sapiens,Sample-45 (snATAC-seq),v3,0,100
GSE174367,SRR14514156,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/056/SRR14514156/SRR14514156_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/056/SRR14514156/SRR14514156_2.fastq.gz,Homo sapiens,Sample-45 (snATAC-seq),v3,0,100
GSE174367,SRR14514157,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/057/SRR14514157/SRR14514157_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/057/SRR14514157/SRR14514157_2.fastq.gz,Homo sapiens,Sample-96 (snATAC-seq),v3,0,100
GSE174367,SRR14514158,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/058/SRR14514158/SRR14514158_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/058/SRR14514158/SRR14514158_2.fastq.gz,Homo sapiens,Sample-96 (snATAC-seq),v3,0,100
GSE174367,SRR14514159,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/059/SRR14514159/SRR14514159_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/059/SRR14514159/SRR14514159_2.fastq.gz,Homo sapiens,Sample-96 (snATAC-seq),v3,0,100
GSE174367,SRR14514160,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/060/SRR14514160/SRR14514160_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/060/SRR14514160/SRR14514160_2.fastq.gz,Homo sapiens,Sample-96 (snATAC-seq),v3,0,100
GSE178318,SRR14710616,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/016/SRR14710616/SRR14710616_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/016/SRR14710616/SRR14710616_2.fastq.gz,Homo sapiens,This sample has been submitted by pda|cheliheng on 2021-06-17; Homo sapiens,v2,0,150
